0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04083572328090668,1.00770902633667,4.625777876299253e-07,0.11874279379844666,0.9682595729827881,-0.050161100924015045,0.1817891001701355,0.8882948160171509,-0.07642372697591782,0.21749204397201538,0.8111976385116577,-0.09681735187768936,0.2572346031665802,0.7472241520881653,-0.11877203732728958,0.10115500539541245,0.7769249677658081,-0.0700807124376297,0.10964001715183258,0.6761478781700134,-0.10908187925815582,0.11315293610095978,0.6076235175132751,-0.13627152144908905,0.11873295158147812,0.546450138092041,-0.1557084023952484,0.04759599268436432,0.769079864025116,-0.06672906875610352,0.04668267443776131,0.6630027294158936,-0.10522289574146271,0.04973243549466133,0.5892839431762695,-0.1328250914812088,0.0544220395386219,0.5217912197113037,-0.15354205667972565,0.0015235468745231628,0.7861748933792114,-0.06722834706306458,-0.00969415158033371,0.6928345561027527,-0.1032155305147171,-0.012312255799770355,0.6302719712257385,-0.12383179366588593,-0.011532165110111237,0.573984682559967,-0.1375785917043686,-0.03714143484830856,0.8212087750434875,-0.07158701121807098,-0.05648035556077957,0.7494540810585022,-0.1035519689321518,-0.06530936807394028,0.6997369527816772,-0.11960428953170776,-0.07160920649766922,0.6548395156860352,-0.12988442182540894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02860812097787857,0.9755053520202637,7.024904107311158e-07,0.11381198465824127,0.9434036016464233,-0.04127843305468559,0.1803819239139557,0.8530697822570801,-0.058881089091300964,0.22172196209430695,0.7756814360618591,-0.07246509194374084,0.26725319027900696,0.7198600769042969,-0.08702348172664642,0.11185803264379501,0.7211776971817017,-0.039281029254198074,0.12131443619728088,0.6196343898773193,-0.0652647539973259,0.1228189766407013,0.5525984764099121,-0.0853070542216301,0.12637320160865784,0.4934607446193695,-0.10002823919057846,0.05794256553053856,0.7150750160217285,-0.03759564459323883,0.05884886160492897,0.6069995164871216,-0.06123826280236244,0.0627070814371109,0.5357052087783813,-0.08206116408109665,0.06827634572982788,0.4720238149166107,-0.09715092927217484,0.009748823940753937,0.7345657348632812,-0.04073589667677879,-0.006005838513374329,0.637592077255249,-0.06666793674230576,-0.013583861291408539,0.5743564963340759,-0.08595452457666397,-0.015683963894844055,0.5169610977172852,-0.09850547462701797,-0.03273194283246994,0.7728801369667053,-0.04746372997760773,-0.052801668643951416,0.6990442276000977,-0.07101641595363617,-0.06428702175617218,0.6526413559913635,-0.08354643732309341,-0.06916294991970062,0.6069128513336182,-0.09126521646976471
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03795655816793442,0.9585340023040771,6.43452267468092e-07,0.11837965995073318,0.9250119924545288,-0.035199448466300964,0.18376043438911438,0.8285359144210815,-0.046997424215078354,0.22741785645484924,0.7481694221496582,-0.05575263127684593,0.2724571228027344,0.6942249536514282,-0.06488967686891556,0.11612200736999512,0.689029335975647,-0.02192806825041771,0.1294456124305725,0.5856742858886719,-0.04022916778922081,0.1328258514404297,0.5175886154174805,-0.056630078703165054,0.1370522528886795,0.4593174159526825,-0.06956696510314941,0.06633546203374863,0.680877149105072,-0.021358495578169823,0.07121869921684265,0.5687551498413086,-0.038769979029893875,0.0774737149477005,0.49348515272140503,-0.057154472917318344,0.08395339548587799,0.4297125041484833,-0.07022459805011749,0.02015526220202446,0.6969187259674072,-0.025795694440603256,0.006928056478500366,0.5873959064483643,-0.0474347285926342,0.0036767199635505676,0.5157798528671265,-0.06626761704683304,0.004622943699359894,0.4537588059902191,-0.0782654732465744,-0.022230885922908783,0.7326479554176331,-0.0334363617002964,-0.04187717288732529,0.6505443453788757,-0.05528976768255234,-0.05234222114086151,0.5960087776184082,-0.06798668205738068,-0.05635373294353485,0.5450951457023621,-0.07536256313323975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033475976437330246,0.9409734606742859,6.290120495577867e-07,0.11536577343940735,0.9056411981582642,-0.033231303095817566,0.18456873297691345,0.8128792643547058,-0.046670980751514435,0.2284243255853653,0.7330852746963501,-0.057662274688482285,0.2749374806880951,0.6749381422996521,-0.06870255619287491,0.1180451363325119,0.671114981174469,-0.022159945219755173,0.13438192009925842,0.5624061226844788,-0.04263610765337944,0.13977213203907013,0.49299877882003784,-0.060276493430137634,0.14536476135253906,0.4317338466644287,-0.07389859855175018,0.06916895508766174,0.658599317073822,-0.02309529483318329,0.07947994768619537,0.5411353707313538,-0.04281214624643326,0.0892295390367508,0.4618052542209625,-0.06148068234324455,0.09716668725013733,0.3940467834472656,-0.0745733231306076,0.02264919877052307,0.6700963973999023,-0.028895659372210503,0.01707381010055542,0.5507790446281433,-0.05184894800186157,0.017185792326927185,0.4716118276119232,-0.0700409859418869,0.018800653517246246,0.4024412930011749,-0.08143748342990875,-0.02177456021308899,0.7009124159812927,-0.037643685936927795,-0.03677959740161896,0.6100994348526001,-0.06010115146636963,-0.045221611857414246,0.5504207611083984,-0.0718962624669075,-0.0509028434753418,0.49526435136795044,-0.07843820005655289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03467347100377083,0.9275230169296265,6.180063678584702e-07,0.11725220829248428,0.8872660994529724,-0.03302683308720589,0.186501145362854,0.7966102361679077,-0.04699169471859932,0.23006507754325867,0.7178183197975159,-0.0592016726732254,0.2776760458946228,0.6605520248413086,-0.07125771045684814,0.11940094828605652,0.6472699642181396,-0.018089214339852333,0.13739660382270813,0.5390011072158813,-0.0383588932454586,0.14532190561294556,0.4708838164806366,-0.056679897010326385,0.15316496789455414,0.4101857841014862,-0.0708978921175003,0.07110618054866791,0.6347361207008362,-0.020084096118807793,0.08127901703119278,0.517059862613678,-0.03940143436193466,0.09116582572460175,0.4378374218940735,-0.05852506682276726,0.099591925740242,0.3701064884662628,-0.07217991352081299,0.02452273666858673,0.6460285782814026,-0.02735977992415428,0.021945632994174957,0.5244562029838562,-0.0500749833881855,0.024530045688152313,0.4452301859855652,-0.06829693913459778,0.028796009719371796,0.3759574294090271,-0.07984086126089096,-0.020948469638824463,0.6768483519554138,-0.0378464013338089,-0.036254800856113434,0.5815366506576538,-0.06038474291563034,-0.04423234611749649,0.5189495086669922,-0.07230189442634583,-0.04915837198495865,0.4610685110092163,-0.07902152836322784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029835090041160583,0.9341773986816406,5.429899943010241e-07,0.11442279815673828,0.8930642604827881,-0.03291429951786995,0.18382033705711365,0.8003369569778442,-0.04556897655129433,0.23140636086463928,0.7213010191917419,-0.056253742426633835,0.27671587467193604,0.6624961495399475,-0.06672792136669159,0.1198839619755745,0.6532405614852905,-0.019549623131752014,0.1382790356874466,0.54371178150177,-0.04042646661400795,0.14656496047973633,0.47366321086883545,-0.059680093079805374,0.1530146598815918,0.4093649983406067,-0.0748908594250679,0.0725858137011528,0.6381709575653076,-0.0215885192155838,0.08508508652448654,0.5199038982391357,-0.04107074439525604,0.09599046409130096,0.4400603175163269,-0.06059271842241287,0.10309983789920807,0.37057098746299744,-0.07504788786172867,0.02568601816892624,0.6480290293693542,-0.028848588466644287,0.023967452347278595,0.5252437591552734,-0.05172897130250931,0.026587724685668945,0.44478410482406616,-0.06965996325016022,0.02935117483139038,0.3730315864086151,-0.08142174035310745,-0.020613335072994232,0.6775081157684326,-0.03943430632352829,-0.035634949803352356,0.5816149711608887,-0.061976149678230286,-0.04323665797710419,0.5187439322471619,-0.07342491298913956,-0.047967419028282166,0.46066874265670776,-0.08026070892810822
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026981696486473083,0.9131072163581848,5.6234364365082e-07,0.11359947919845581,0.8745595812797546,-0.031348150223493576,0.18495070934295654,0.785808265209198,-0.04295742139220238,0.23061606287956238,0.7063705325126648,-0.05342138558626175,0.2797294557094574,0.6511827111244202,-0.06354022771120071,0.12002980709075928,0.6343587636947632,-0.013259472325444221,0.1409282684326172,0.5251570343971252,-0.03224939480423927,0.1493990272283554,0.4562971591949463,-0.050217125564813614,0.1566246747970581,0.3939841389656067,-0.06448423117399216,0.07212143391370773,0.6184368133544922,-0.015435337089002132,0.08525010943412781,0.4989977777004242,-0.03340865299105644,0.09552744776010513,0.4192925989627838,-0.052267707884311676,0.10326750576496124,0.350197434425354,-0.06609287858009338,0.025949738919734955,0.6273211240768433,-0.022945169359445572,0.024350397288799286,0.5077494382858276,-0.043760959059000015,0.027557924389839172,0.42825356125831604,-0.06151600182056427,0.03220006451010704,0.3574374318122864,-0.07334905862808228,-0.018830597400665283,0.6558836102485657,-0.03382408246397972,-0.035412631928920746,0.5635421276092529,-0.054304543882608414,-0.044172607362270355,0.503372311592102,-0.06541366130113602,-0.04859013110399246,0.4476844072341919,-0.07207857817411423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022256232798099518,0.8996365666389465,5.529651048163942e-07,0.11102594435214996,0.8619171380996704,-0.03139081597328186,0.18304312229156494,0.7754697799682617,-0.042597901076078415,0.22953981161117554,0.6961784362792969,-0.05250749737024307,0.27896639704704285,0.6400384306907654,-0.06208241730928421,0.12070892751216888,0.6243201494216919,-0.012019604444503784,0.14103540778160095,0.5151667594909668,-0.030925923958420753,0.15005308389663696,0.4452096223831177,-0.04910056293010712,0.1580296754837036,0.3815641403198242,-0.06353379786014557,0.07286817580461502,0.6071645021438599,-0.01418457180261612,0.08657297492027283,0.4888882040977478,-0.032180532813072205,0.09806933999061584,0.4089025557041168,-0.05158123001456261,0.10708527266979218,0.33939069509506226,-0.06589844822883606,0.0261390283703804,0.6143154501914978,-0.021792646497488022,0.027210041880607605,0.49427586793899536,-0.043115295469760895,0.03191839158535004,0.41403454542160034,-0.06098335608839989,0.03827827423810959,0.34176576137542725,-0.07282892614603043,-0.019557423889636993,0.6399092674255371,-0.03276438266038895,-0.031624190509319305,0.545135498046875,-0.05348607525229454,-0.036463163793087006,0.4838649034500122,-0.06443829089403152,-0.0366281196475029,0.42649826407432556,-0.07108745723962784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017757542431354523,0.887396514415741,5.696937819266168e-07,0.10779482126235962,0.8525999784469604,-0.03204459697008133,0.18003663420677185,0.7682260870933533,-0.043328944593667984,0.226789653301239,0.6887631416320801,-0.05334415286779404,0.2769812345504761,0.6341898441314697,-0.06281538307666779,0.12051087617874146,0.6111200451850891,-0.00953533872961998,0.1413283795118332,0.5023074150085449,-0.027707446366548538,0.15040060877799988,0.43219417333602905,-0.045535922050476074,0.15878234803676605,0.36983639001846313,-0.059754226356744766,0.0724969282746315,0.5935763716697693,-0.01089488249272108,0.08480484783649445,0.47618791460990906,-0.02874818444252014,0.09559614956378937,0.3970430791378021,-0.04823195934295654,0.10456550121307373,0.32890480756759644,-0.0622011199593544,0.026383712887763977,0.6004197597503662,-0.017848359420895576,0.02616964280605316,0.4800841808319092,-0.039774809032678604,0.029144253581762314,0.4009307324886322,-0.05775204300880432,0.033900920301675797,0.330309122800827,-0.06917780637741089,-0.017776742577552795,0.6253384351730347,-0.02817963808774948,-0.026720009744167328,0.5319294929504395,-0.04952092841267586,-0.030331850051879883,0.47127896547317505,-0.06082666665315628,-0.03041485697031021,0.41487428545951843,-0.06729698926210403
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015370704233646393,0.8762474060058594,6.051235459381132e-07,0.10557258129119873,0.839910626411438,-0.03353993967175484,0.17746563255786896,0.7571655511856079,-0.045587208122015,0.22465118765830994,0.6780628561973572,-0.05577143654227257,0.27723807096481323,0.6278281211853027,-0.06578806042671204,0.11819576472043991,0.6047537922859192,-0.01378668937832117,0.14027363061904907,0.4963383972644806,-0.032895736396312714,0.14909780025482178,0.4269391894340515,-0.051258478313684464,0.15753264725208282,0.3646293580532074,-0.06581438332796097,0.06787712126970291,0.5870548486709595,-0.014824248850345612,0.08255114406347275,0.4675631523132324,-0.03323867917060852,0.09501517564058304,0.3879808485507965,-0.053021956235170364,0.10542993247509003,0.3190070390701294,-0.0673876628279686,0.019011035561561584,0.5941150188446045,-0.021366380155086517,0.021423116326332092,0.4711339473724365,-0.04443793371319771,0.02597454935312271,0.3916601538658142,-0.0631813183426857,0.03192676603794098,0.32096537947654724,-0.07509878277778625,-0.02853475511074066,0.6199724674224854,-0.031192464753985405,-0.034847818315029144,0.5253874659538269,-0.05331933870911598,-0.03667675703763962,0.46699467301368713,-0.06449481099843979,-0.03564579039812088,0.4127473831176758,-0.07096030563116074
